SAMPLE;TISSUE;LIPID_TYPE;REPROD_STAGE;FAD;TRIP;SIZE_GROUP;C14;C15;C16;C16_1w9;C16_1w7;C17;C17_1w7;C18;C18_1w9;C18_1w7;C18_2w6;C18_3w3;C20;C20_1w9;C20_2w6;C20_3w6;C20_4w6;C20_3w3;C20_5w3;C22_4w6;C22_5w6;C22_5w3;C22_6w3;C24_1w9;DHA/EPA;PUFA,,,,,,,,,,,,,,,,,,,,,,,,,,
YG_96;Gonad;2;Pre-Spawning;2;3;3;0,87;2,36;21,69;0,66;0,97;0,57;0,98;8,35;11,71;1,26;0,75;0,22;0,14;0,36;0,17;0,12;4,73;0,1;2,44;7,02;3,92;0,64;29,79;0,18;12,20901639;49,9
YG_97;Gonad;2;Pre-Spawning;1;3;2;0,49;4,82;25,57;0,43;0,9;0,6;1,23;6,94;10,97;1,29;0,5;0,25;0,06;0,27;0,19;0,09;4,65;0,09;2,13;4,1;3,59;0,57;30,1;0,2;14,1314554;46,26
YL_01;Liver;2;Spawning;2;2;4;0,32;2,83;16,64;0,33;0,97;0,39;0,93;7,09;11,09;1,07;0,62;0,19;0,04;0,19;0,18;0,13;7,05;0,13;3,16;1,26;5,1;0,84;39,28;0,18;12,43037975;57,94
YL_02;Liver;2;Spawning;2;2;4;0,7;2,09;20,68;0,77;1,11;0,66;1,45;7,14;10,2;1,52;0,7;0,23;0,11;0,28;0,22;0,08;3,93;0,13;2,66;4,54;3,73;0,73;36,21;0,12;13,61278195;53,16
YL_06;Liver;2;Spawning;2;2;4;0,61;7,77;17,85;0,6;0,87;0,47;2;6,06;9,93;1,13;0,68;0,2;0,04;0,19;0,17;0,11;4,83;0,13;2,76;2,89;4,33;0,69;35,52;0,17;12,86956522;52,31,
YL_09;Liver;2;Spawning;2;2;4;0,29;3,67;11,62;0,34;0,52;0,32;1,22;6,49;10,47;1,39;0,58;0,16;0,03;0,16;0,2;0,12;6,81;0,08;2,66;0,91;4,23;0,75;46,96;0,03;17,65413534;63,46
YL_102;Liver;2;Pre-Spawning;1;1;1;0,25;2,28;21,07;0,29;0,47;0,47;1,04;8,52;9,68;1,16;0,44;0,19;0,02;0,14;0,15;0,08;4,86;0,06;2,22;1,39;4,05;0,51;40,63;0,04;18,3018018;54,58
YL_11;Liver;2;Spawning;2;2;4;0,83;2,04;19,2;0,37;1,32;0,78;1,09;9,01;11,32;1,51;0,59;0,36;0,08;0,4;0,17;0,1;4,04;0,14;2,59;8,52;3,06;0,69;31,77;0,02;12,26640927;52,3
YL_12;Liver;2;Spawning;2;2;4;0,56;5,14;11,33;0,39;0,68;0,43;2,27;6,9;21,25;1,25;0,45;0,15;0,09;0,27;0,16;0,06;6,34;0,04;3,09;2,87;3,73;0,33;32,17;0,06;10,41100324;49,39
YL_16;Liver;2;Spawning;2;1;3;0,9;0,75;44,11;0,13;1,11;1,39;0,44;18,74;4,87;0,99;0,34;0,44;0,06;0,25;0,1;0,06;1,39;0,08;1,06;1,34;1,31;0,45;19,7;0,02;18,58490566;26,27
YL_17;Liver;2;Spawning;2;1;3;0,77;4,08;17,97;0,53;0,78;0,59;2,57;7,83;11,34;1,62;0,63;0,26;0,07;0,34;0,24;0,12;3,23;0,1;2,02;5,33;3,13;0,73;35,67;0,05;17,65841584;51,46
YL_18;Liver;2;Spawning;2;1;3;0,44;2,55;17,85;0,31;0,54;0,48;1,16;8,26;11,32;1,28;0,55;0,2;0,04;0,22;0,17;0,11;4,11;0,07;2,18;5,57;3,56;0,63;38,26;0,13;17,55045872;55,41
YL_19;Liver;2;Post-Spawning;2;1;3;1,27;0,98;19,83;0,32;1,48;0,73;0,59;8,09;11,15;1,53;0,68;0,33;0,09;0,35;0,14;0,1;2,98;0,12;2,36;19,19;2,59;0,67;24,21;0,2;10,25847458;53,37
YL_20;Liver;2;Post-Spawning;2;1;4;0,96;2,73;15,92;1,69;0,94;1,01;5,33;11,81;6,41;1,55;0,69;0,5;0,05;0,43;0,2;0,08;4,29;0,12;3,32;16,29;1,4;1,64;22,33;0,31;6,725903614;50,86
YL_21;Liver;2;Post-Spawning;2;1;4;0,4;3,46;19,3;0,44;0,78;0,48;1,17;7,79;10,76;1;0,63;0,24;0,04;0,19;0,15;0,11;4,34;0,14;2,7;2,67;4,38;0,75;38,03;0,03;14,08518519;54,14,
YL_22;Liver;2;Post-Spawning;2;1;4;0,35;3,08;19,55;0,45;0,8;0,66;1,22;8,65;8,25;1,29;0,58;0,27;0,04;0,21;0,18;0,1;4,31;0,1;3,06;1,93;3,33;0,74;40,83;0,03;13,34313725;55,43
YL_23;Liver;2;Spawning;2;2;3;0,36;2,4;18,23;0,37;0,72;0,63;1,32;8;9,25;1,44;0,64;0,28;0,04;0,27;0,22;0,12;4,84;0,14;3,26;2,96;3,42;0,94;40,1;0,07;12,3006135;56,92,
YL_24;Liver;2;Spawning;2;2;4;0,18;3,53;19,31;0,4;0,55;0,57;1,16;11,27;9,74;1,04;0,52;0,29;0,02;0,14;0,14;0,1;5,12;0,07;2,3;2,75;3,9;0,58;36,14;0,18;15,71304348;51,91
YL_26;Liver;2;Spawning;1;1;2;0,26;4,38;25,56;0,55;0,54;0,7;1,45;10,45;8,74;0,92;0,55;0,3;0,02;0,17;0,17;0,1;5,41;0,07;2,48;3,06;3,65;0,71;29,61;0,13;11,93951613;46,11
YL_29;Liver;2;Spawning;1;2;3;0,2;2,97;20,37;0,33;0,62;0,45;0,98;7,33;8,13;0,98;0,56;0,17;0,02;0,11;0,14;0,1;5,24;0,09;2,94;0,85;3,77;0,59;43,05;0,02;14,64285714;57,5
YL_34;Liver;2;Spawning;2;2;3;0,55;0,49;19,58;0,19;0,64;1,48;0,12;15,24;4,24;1,17;0,51;0,78;0,07;0,12;0,23;0,03;5,81;0,07;2,54;18,13;1,62;0,98;25,1;0,3;9,881889764;55,8
YL_35;Liver;2;Pre-Spawning;1;2;3;0,3;0,23;18,24;0,2;0,67;0,61;0,14;7,35;9,72;1,19;0,74;0,29;0,04;0,41;0,23;0,04;4,4;0,15;3,05;12,24;3,75;0,97;34,78;0,27;11,40327869;60,64
YL_36;Liver;2;Pre-Spawning;2;2;3;0,18;0,17;14,45;0,33;0,58;0,35;0,15;3,81;9,37;1,49;0,85;0,09;0,02;0,15;0,28;0,14;6,7;0,18;5,05;1,51;5,67;1,21;47,06;0,23;9,318811881;68,74
YL_38;Liver;2;Pre-Spawning;1;2;3;0,24;0,17;20,34;1,2;1,02;0,38;0,12;5,05;12,01;1,7;0,78;2,04;0,12;0,05;0,25;0,09;5,52;0,1;3,71;0,25;4,78;0,41;39,55;0,11;10,66037736;57,48
YL_41;Liver;2;Spawning;1;2;3;0,47;0,18;15,76;0,42;0,71;0,58;0,15;7,83;12,72;1,7;0,74;0,23;0,39;0,14;0,24;0,11;5,66;0,16;4,03;3,61;3,99;0,91;38,92;0,36;9,657568238;58,6
YL_47;Liver;2;Spawning;1;2;3;2,8;1,41;35,95;2,1;7,29;1,06;1,65;5,15;16,95;3,25;0,97;0,54;0,27;0,45;0,12;0,07;1,64;0,26;4,49;0,07;1,13;0,55;11,66;0,16;2,59688196;21,5
YL_57;Liver;2;Post-Spawning;2;3;3;2,84;1,35;36,9;1,74;7,34;1,1;1,76;4,61;15,37;3,93;1,01;0,41;0,24;0,44;0,12;0,06;1,78;0,3;4,79;0,08;1,2;0,77;11,75;0,1;2,45302714;22,27
YL_61;Liver;2;Post-Spawning;1;3;3;1,97;1,12;33,87;1,41;4,81;1,25;1,36;7,54;14,51;2,76;0,97;0,78;0,3;0,38;0,15;0,09;2,19;0,3;5,69;0,11;1,36;0,75;16,11;0,24;2,831282953;28,5
YL_62;Liver;2;Post-Spawning;2;3;3;2,79;0,83;20,49;0,44;4,72;1;0,19;6,14;7,57;2,4;1,83;0,2;0,11;0,16;0,13;0,13;3,1;0,5;8,08;1,4;2,36;1,74;29;4,68;3,589108911;48,47,,
YL_68;Liver;2;Post-Spawning;1;3;3;1,38;1,14;28,25;1,76;3,38;1,61;0,61;9,19;6,93;2,19;1,08;0,99;0,24;0,24;0,22;0,12;4,44;0,28;7,92;0,11;1,89;0,68;25,08;0,27;3,166666667;42,81
YL_73;Liver;2;Post-Spawning;1;3;3;1,55;0,58;35,48;1,88;5,28;0,58;1,24;8,36;23,17;2,12;0,59;0,5;0,25;0,34;0,09;0,06;1,49;0,16;3,87;0,05;0,92;0,27;10,99;0,18;2,839793282;18,99
YL_74;Liver;2;Post-Spawning;1;3;3;1,69;0,79;34,25;2,05;6,23;0,78;0,85;6,65;21,71;3,4;0,66;0,34;0,23;0,38;0,05;0,03;1,6;0,18;4,57;0,05;1,05;0,35;12,01;0,11;2,628008753;20,89
YL_77;Liver;2;Post-Spawning;2;3;3;2,14;1,43;29,56;1,7;5,37;1,56;1,32;5,77;14,29;3,64;1,2;1,09;0,18;0,41;0,19;0,11;2,65;0,36;6,4;0,24;1,43;1,48;17,4;0,11;2,71875;32,55
YL_80;Liver;2;Pre-Spawning;2;3;1;2,76;1,37;38,82;2,46;7,65;0,8;1,68;4,74;15,9;3,53;0,81;0,28;0,22;0,26;0,04;0,04;1,69;0,13;4,17;0,03;1,1;0,25;11,06;0,21;2,652278177;19,6
YL_81;Liver;2;Pre-Spawning;1;2;1;2,39;0,81;21,93;1,28;3,97;1;0,43;6,76;11,5;2,51;1,41;1,27;0,16;0,55;0,22;0,08;4,2;0,5;9,75;0,17;2;0,86;26,2;0,06;2,687179487;46,66,,
YL_82;Liver;2;Pre-Spawning;2;3;1;2,82;0,7;19,23;1,43;3,69;0,97;0,43;5,12;10,9;2,21;1,46;1,15;0,17;0,92;0,25;0,11;4,81;0,51;10,47;0,18;2,13;0,96;29,32;0,05;2,800382044;51,35
YL_84;Liver;2;Pre-Spawning;1;1;2;1,92;0,64;19,6;1,15;3,2;1,03;0,48;6,38;11,45;2,44;1,33;0,85;0,16;0,68;0,22;0,11;4,94;0,35;8,75;0,3;2,49;1,11;30,36;0,06;3,469714286;50,81
YL_90;Liver;2;Pre-Spawning;1;1;2;1,63;0,57;19,13;0,95;2,92;1,12;0,48;7,29;14,53;2,42;1,24;0,63;0,17;0,51;0,21;0,1;5,33;0,29;8,92;0,22;2,07;0,84;28,31;0,09;3,173766816;48,16
YL_96;Liver;2;Pre-Spawning;2;3;3;0,78;0,95;29,63;1,53;1,6;1,24;0,17;10,08;4,81;1,48;0,83;0,58;0,12;0,24;0,26;0,11;5,29;0,24;5,55;0,07;1,42;0,48;32,12;0,45;5,787387387;46,95
YL_97;Liver;2;Pre-Spawning;1;3;2;0,96;0,9;29,41;1,63;1,63;1,45;0,2;8,82;4,7;1,68;0,94;0,64;0,09;0,23;0,31;0,1;6,2;0,25;8,26;0,06;1,5;0,39;29,31;0,34;3,54842615;47,96
YM_01;Muscle;2;Spawning;2;2;4;1,98;0,77;26,2;1,43;3,58;1,24;0,4;7,22;11,22;2,43;1,22;0,81;0,21;0,54;0,23;0,12;3,37;0,4;5,98;0,15;1,55;1,1;27,74;0,1;4,638795987;42,67
YM_02;Muscle;2;Spawning;2;2;4;2,46;0,72;24,06;1,28;5,14;1,08;0,55;5,48;12,2;2,31;1,79;1;0,24;0,36;0,23;0,18;2,64;0,67;7,28;0,17;1,57;1,56;26,93;0,1;3,699175824;44,2,
YM_06;Muscle;2;Spawning;2;2;4;1,46;0,54;18,8;1,03;3,1;1;0,49;6,81;12,1;2,03;1,34;0,76;0,23;0,58;0,21;0,12;4,8;0,31;6,25;0,3;2,77;1,4;33,44;0,13;5,3504;51,7,
YM_07;Muscle;2;Spawning;2;2;4;3,13;0,81;25,89;1,17;5,63;1,26;0,49;5,62;12,65;2,58;1,83;1,11;0,27;0,38;0,21;0,12;2,31;0,6;6,88;0,1;1,56;1,1;24,23;0,07;3,521802326;40,5
YM_09;Muscle;2;Spawning;2;2;4;1,97;0,59;22,78;1,29;5,01;0,91;0,66;5,21;15,02;2,67;1,4;0,88;0,15;0,44;0,23;0,12;3,36;0,41;5,97;0,18;1,56;1,24;27,83;0,11;4,661641541;43,18
YM_102;Muscle;2;Pre-Spawning;1;1;1;0,98;0,5;16,61;0,22;2,35;1,03;0,58;9,22;12,11;2,26;1,74;0,45;0,09;0,59;0,22;0,21;7,65;0,44;7,55;0,57;2,78;1,9;29,64;0,31;3,925827815;53,15
YM_11;Muscle;2;Spawning;2;2;4;1,64;0,64;30,6;1,45;4,12;1,13;0,71;7,73;14,67;2,27;0,83;0,73;0,42;0,54;0,22;0,1;3,18;0,27;5,7;0,06;1,23;0,47;20,8;0,52;3,649122807;33,59
YM_12;Muscle;2;Spawning;2;2;4;2,43;0,77;22,98;1,33;3,89;1,19;0,47;5,99;12,73;2,38;1,45;0,84;0,18;0,63;0,22;0,08;3,49;0,45;8,78;0,13;1,51;0,74;27,26;0,09;3,104783599;44,95
YM_16;Muscle;2;Spawning;2;1;3;2,21;0,92;23,73;1,24;4,84;1,11;0,47;6,14;11,18;2,05;2,01;1,13;0,19;0,29;0,22;0,21;2,87;0,96;8,84;0,15;1,85;1,02;26,25;0,11;2,969457014;45,51
YM_17;Muscle;2;Spawning;2;1;3;2,25;0,68;25,02;1,17;3,91;1,1;0,5;5,87;10,4;1,75;1,52;0,92;0,17;0,72;0,24;0,14;2,75;0,78;8,56;0,15;1,65;1,26;28,41;0,08;3,318925234;46,38
YM_18;Muscle;2;Spawning;2;1;3;1,87;0,65;19,71;0,98;3,82;1,2;0,55;8,5;12,49;2,52;1,8;0,87;0,19;0,45;0,23;0,13;4,8;0,47;7,57;0,3;1,91;1,18;27,67;0,14;3,655217966;46,93
YM_19;Muscle;2;Post-Spawning;2;1;3;2,35;0,82;28,45;1,34;2,57;1,61;0,26;11,36;6,43;2;1,04;0,8;0,31;0,36;0,16;0,11;4,81;0,23;5,98;0,14;1,96;0,38;26,26;0,28;4,391304348;41,87,
YM_20;Muscle;2;Post-Spawning;2;1;4;0,57;0,72;28,71;1,83;1,85;1,34;0,37;8,96;6,5;1,46;0,8;0,65;0,17;0,31;0,23;0,12;5,41;0,3;6,83;0,09;2,1;0,61;29,7;0,37;4,348462665;46,84
YM_21;Muscle;2;Post-Spawning;2;1;4;1,04;0,83;25,93;1,12;1,08;1,23;0,17;8,62;3,32;1,05;0,76;0,64;0,18;0,29;0,42;0,13;5,63;0,4;7,54;0,09;1,88;0,6;36,22;0,84;4,803713528;54,31
YM_22;Muscle;2;Post-Spawning;2;1;4;1,23;1,37;26,93;1,39;2,28;1,3;0,27;7,71;5,26;1,4;1,24;0,73;0,16;0,2;0,22;0,16;5,67;0,61;8,76;0,12;1,98;0,31;30,26;0,43;3,4543379;50,6
YM_23;Muscle;2;Spawning;2;2;3;0,78;0,69;23,09;0,91;1,85;1,16;0,32;8,74;6,29;1,54;0,75;0,54;0,19;0,42;0,28;0,11;5,45;0,28;7,32;0,15;2,24;0,93;35,07;0,91;4,790983607;53,12
YM_24;Muscle;2;Spawning;2;2;4;1,02;1,04;24,73;1,62;2,2;1,22;0,17;6,32;5,77;1,59;0,61;0,39;0,12;0,22;0,27;0,1;5,18;0,31;9,19;0,08;1,22;0,61;35,74;0,27;3,889009793;53,7
YM_29;Muscle;2;Spawning;1;2;3;0,7;0,97;30,13;2,15;2,05;1,5;0,11;7,7;4,82;1,77;0,62;0,67;0,09;0,28;0,25;0,11;5,76;0,33;7,09;0,07;1,57;0,62;30,33;0,3;4,277856135;47,42
YM_34;Muscle;2;Spawning;2;2;3;0,31;0,3;29,51;0,68;0,75;1,5;0,18;22,49;5,95;1,5;0,7;0,52;0,03;0,13;0,17;0,09;2,67;0,14;3,26;0,27;2,29;0,79;22,4;3,37;6,871165644;33,3
YM_35;Muscle;2;Pre-Spawning;1;2;3;4,6;1;20,04;1,85;8,02;0,95;0,39;4,47;9,37;3,88;2,11;1,69;0,16;0,19;0,12;0,09;2,86;0,55;8,03;0,17;2,34;1,04;26,05;0,03;3,244084682;45,5,
YM_36;Muscle;2;Pre-Spawning;2;2;3;3,23;0,93;21,51;1,66;6,2;1,14;0,36;5,63;9,1;3,07;2,07;1,47;0,17;0,2;0,14;0,08;3,21;0,49;7,45;0,15;1,91;0,95;28,87;0,02;3,875167785;46,79
YM_38;Muscle;2;Pre-Spawning;1;2;3;2,53;1,32;34,45;2,07;5,76;1,12;1,77;6,2;13,79;2,51;1,01;0,82;0,29;0,31;0,12;0,08;2,11;0,28;5,64;0,09;1,37;0,77;15,36;0,24;2,723404255;27,65
YM_39;Muscle;2;Spawning;1;2;3;2,09;0,95;33,68;2,25;5,89;1,03;1,31;6,34;16,44;2,77;1,05;0,7;0,26;0,3;0,15;0,09;2,25;0,22;5,72;0,1;1,23;0,51;14,47;0,2;2,52972028;26,49
YM_41;Muscle;2;Spawning;1;2;3;0,45;0,47;17,49;0,39;1,45;0,8;0,37;7,71;9,27;1,63;1,1;0,23;0,07;0,26;0,22;0,14;5,63;0,26;7,61;0,16;3,29;0,8;38,54;1,66;5,064388962;57,98
YM_42;Muscle;2;Spawning;1;1;2;3,26;0,72;23,43;2,19;7,94;0,75;0,47;4,24;16,89;3,36;1,54;1,52;0,12;0,23;0,08;0,06;2,4;0,48;7,04;0,14;1,84;0,74;20,56;0,02;2,920454545;36,4
YM_43;Muscle;2;Spawning;1;1;3;2,24;0,77;23,16;1,76;5,24;1,15;0,47;6,82;10,59;3,22;1,7;1,36;0,17;0,19;0,15;0,1;3,61;0,37;7,99;0,18;2,02;0,95;25,76;0,04;3,224030038;44,19
YM_45;Muscle;2;Spawning;1;2;1;2,92;0,89;20,75;1,58;6,53;1,05;0,54;5,46;11,39;3,47;1,81;1,55;0,21;0,3;0,15;0,13;3,47;0,48;7,39;0,19;2,12;1,23;26,33;0,05;3,562922869;44,85
YM_47;Muscle;2;Spawning;1;2;3;0,56;0,71;19,13;0,55;1,04;1,06;0,2;7,98;5,11;1,5;0,74;0,28;0,03;0,48;0,49;0,14;6,62;0,36;7,73;0,14;2,16;1,11;40,76;1,13;5,272962484;60,53
YM_57;Muscle;2;Post-Spawning;2;3;3;0,51;0,68;19,44;0,59;1,24;1,43;0,25;9;5,97;1,81;0,91;0,33;0,07;0,6;0,4;0,19;6,43;0,51;8,81;0,11;2,74;2,24;34,51;1,22;3,917139614;57,18,
YM_61;Muscle;2;Post-Spawning;1;3;3;0,61;0,76;20,85;0,88;1,7;0,8;0,46;6,52;8,83;1,68;0,93;0,21;0,04;0,56;0,24;0,16;4,91;0,53;8,03;0,08;5,03;1,46;31,89;2,84;3,97135741;53,47
YM_62;Muscle;2;Post-Spawning;2;3;3;0,71;1,09;29,56;0,26;1,54;1,27;0,22;11,02;4,02;1,26;1,04;0,34;0,03;0,17;0,23;0,15;4,66;0,51;7,39;0,14;2,09;0,19;31,45;0,64;4,255751015;48,19
YM_63;Muscle;2;Post-Spawning;2;3;3;0,33;0,6;21,92;0,46;0,89;1,2;0,21;9,61;5,66;1,14;0,65;0,3;0,03;0,29;0,29;0,12;6,24;0,26;7,79;0,11;1,97;0,8;37,32;1,82;4,790757381;55,85
YM_64;Muscle;2;Pre-Spawning;1;3;3;1,94;0,66;21,32;1,45;4,09;1,1;0,37;7,13;11,01;2,61;1,8;0,98;0,17;0,34;0,24;0,14;4,29;0,4;7,15;0,17;1,85;1,16;29,59;0,07;4,138461538;47,77
YM_68;Muscle;2;Post-Spawning;1;3;3;2,55;0,72;26,29;1,84;3,72;1,23;0,44;8,38;11,78;2,95;1,15;0,88;0,37;0,63;0,2;0,05;2,68;0,28;4,54;0,12;2,24;0,74;26,06;0,14;5,740088106;38,94
YM_73;Muscle;2;Post-Spawning;1;3;3;2,9;0,88;28,76;1,88;4,11;1,3;0,37;7,05;11,16;2,19;1,3;0,97;0,44;0,6;0,18;0,07;2,35;0,35;4,88;0,14;2,24;0,52;25,24;0,13;5,172131148;38,24
YM_74;Muscle;2;Post-Spawning;1;3;3;0,8;0,66;22,84;0,41;1,77;1,29;0,29;9,85;8,25;1,66;0,97;0,42;0,13;0,36;0,25;0,18;5;0,39;6,7;0,45;2,71;1,19;31,63;1,8;4,720895522;49,89,
YM_77;Muscle;2;Post-Spawning;2;3;3;2,37;0,69;27,38;2,5;3,78;1,24;0,29;6,78;12,74;2,86;1,53;0,55;0,4;0,74;0,14;0,13;2,85;0,22;4,52;0,11;2,64;0,66;24,67;0,2;5,457964602;38,2
YM_80;Muscle;2;Pre-Spawning;2;3;1;2,75;0,7;26,5;2,25;4,91;1,21;0,5;6,9;12,84;2,26;1,3;0,99;0,4;0,58;0,22;0,09;2,92;0,28;4,85;0,11;2,38;0,59;24,35;0,1;5,020618557;38,8
